filename,genre,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
progPain_of_Salvation_-_The_Perfect_Element_I_-_02._In_the_Flesh.mp3chunk13,prog,0.45127325731271817,0.25219467282295227,3380.798991918284,3693.5353509913734,7433.155052728328,27.107313800577906,-35.65836503722932,140.5475802983256,-42.13399572564893,54.73713055914693,-26.594704455679423,33.93172956970951,-24.27238805625276,22.40302999595697,-16.959647823863808,15.381179633659423,-5.672047433618454,9.100285062522762,-1.458743285413629,1.385725396904947,3.036461002179274,-1.5310102254028837,3.7635863178430657,-3.4787887585858774,6.1762143609462585,-6.947474223129659
progPain_of_Salvation_-_The_Perfect_Element_I_-_02._In_the_Flesh.mp3chunk14,prog,0.3696901175951287,0.23549437522888184,2617.905011050403,2915.904408355847,5409.175624788361,27.107313800577906,-92.70906461350006,159.84104986597976,-41.43187419937578,48.44384527352728,-14.586008871517988,24.734807303998696,-11.052674284096886,20.768821326798747,-7.630544934272806,11.69471336718529,-3.701792826567467,-0.004379386165625111,-1.8937415030994162,0.20701596810552925,5.3723949955458545,3.1169627709195837,3.097078388948864,-7.1950135412872855,2.548678107436023,-7.523571745353363
progPain_of_Salvation_-_The_Perfect_Element_I_-_02._In_the_Flesh.mp3chunk15,prog,0.21065308855442266,0.1323247104883194,1792.4311317392542,2182.028752843136,3191.047370839783,27.107313800577906,-253.48387679501258,167.61478994181886,-13.31071178134617,26.938943397264406,-14.074212313689449,8.443512446241408,2.355798438523281,14.585188925332766,6.041646845971452,5.78420200181736,-5.109758778806475,-12.982846131026692,-4.573673878736638,-5.887308744220949,7.489494693023232,13.1149452102141,-1.8950579924451911,-7.792193372591596,3.285658351447133,-3.372993555665765
progPain_of_Salvation_-_The_Perfect_Element_I_-_02._In_the_Flesh.mp3chunk16,prog,0.3184881862500839,0.13314707577228546,1821.409487741992,2394.12503907677,3825.1768696787926,27.107313800577906,-193.9311732497953,180.23025321115267,-13.74613581961255,35.294924316823526,0.9832315956408761,8.282861578282239,-6.275476069857943,1.5956166750324658,-7.514542899940788,-0.07418540275611836,-5.43470150760506,-5.06919025958618,-5.925413262253066,-1.023238285947241,2.9351687782071685,1.4007585577490858,-3.030049324845555,-0.6341457771366873,-0.9475448965530981,3.170283412744057
progPain_of_Salvation_-_The_Perfect_Element_I_-_02._In_the_Flesh.mp3chunk17,prog,0.5311907042974953,0.11542712897062302,1320.1666948875722,2249.8809075798167,2682.6421117634964,27.107313800577906,-243.6994555502225,174.8082693965833,14.171854614784097,16.185118957948706,11.5624218372703,15.557407003718591,-0.25103697773896155,7.9754385320793295,0.5361414052832516,7.471339901185235,4.743808719991441,1.824526477287934,0.17677989273375475,1.1477357925368668,1.2511762303551854,1.0714094171875541,-3.0571511178421247,-3.1209567564503296,0.4436246248470483,-1.7426611875382454
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk1,prog,0.4651813167244015,0.03807597979903221,1431.0607540718154,2393.6116745708464,2593.6093167992935,18.857605119240258,-349.38691223175397,180.69955835428053,3.9776926702157294,40.785472754305204,-4.994449907730351,27.00512144864215,-5.924928649478831,0.22003305101123843,-1.272384494494322,2.544224271696028,6.696051806703465,-7.155278324398252,0.46662452518054576,-3.661015426345682,3.742046109760368,-5.104980756419054,-3.2453306098325876,2.8116530658924113,1.0996866244201167,-0.8586728263109001
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk2,prog,0.41542472449584633,0.055581118911504745,1680.053273157602,2574.0523731282656,3398.3377840496805,18.857605119240258,-271.34905288977683,176.16182234930255,-14.351203665314218,45.868388221414726,-6.4722833726262285,18.742388294356434,-12.524621487783953,4.2143166506955225,-2.467072787801218,0.015589423770039388,7.358235999784257,-0.19109962922506268,4.1787573159037334,-1.9513020785919626,4.5524837836979,-5.433012210712451,-3.1310365805277547,1.7575196719291026,4.581886704604226,0.493557305034433
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk3,prog,0.44356533389964786,0.07043030858039856,1765.240159624861,2505.1864093047766,3371.8712774223586,18.857605119240258,-235.1786194876411,168.9085928106217,-18.523147284391214,26.875191707821568,0.0432944027444438,11.060134516335475,-3.304281849751206,3.2235896545499605,4.3021708744144505,6.76602659830236,5.551615934186442,-1.8559452496581061,1.5379146539344795,1.2553269245652923,6.137079633414668,-1.8244943664259223,-0.3719465689748463,4.254165604704236,1.0100177432520778,-0.6570971920718103
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk4,prog,0.5721992034261701,0.15949127078056335,2399.97053066697,2826.550261377121,4735.888029399671,18.857605119240258,-120.68590955903495,156.48742446310382,-52.391474727389564,53.26183613526765,11.149300414272393,27.894439110363468,-4.657869390471004,10.935397634953906,-5.138375779962988,2.4352887965089627,6.181792245009996,-0.28892602124965294,2.409406679321956,-0.5542278771319018,3.311498585159532,-4.041283787519923,-2.7448677024636696,3.3867952191371002,-1.8712869078984002,-2.5808902717195554
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk5,prog,0.530684331773014,0.1658191680908203,2517.873855298268,2884.369835944777,4977.41156893987,18.857605119240258,-107.49176171923287,155.28549820986515,-53.52348803762224,55.27711563125991,3.625182994767359,25.055325562540833,-9.2438930303569,13.008145180207505,-2.971242888121972,3.772556486454713,5.088974159845315,-0.02868046378251003,4.098342280284404,0.22653513212252568,3.9022275180742296,-4.562652499706779,-1.6357308560490884,2.857316357125494,-0.7389417100454173,-1.9589448064010506
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk6,prog,0.5207815585587939,0.17818842828273773,2438.025863285311,2930.2313835461396,5007.978050775203,18.857605119240258,-107.34312684372293,156.33163889793298,-50.78622223678827,50.44644730664876,-0.5176387961195071,32.68919874870341,-4.296719669378077,12.678918228409342,-4.420116443703461,2.237882129886019,1.585789972537569,-1.6320414269821766,4.476023978204029,1.8593130679843766,4.203837709036755,-5.045557856274252,-0.5655870597804661,3.2207682344667994,-1.3913858006745947,-3.578161268220011
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk7,prog,0.44724616888312635,0.18241608142852783,2452.215849972452,2845.6214969442044,4900.870365107392,18.857605119240258,-96.43319310181815,159.61993991510008,-56.393149880554446,46.3338249475396,-3.462757343777623,29.782430975684125,-4.226068382211864,12.656752405047564,-6.092483194664221,1.5107080386245233,1.526236482938921,0.056093414811772054,5.867799120945121,1.5215631303083443,2.3954924805245845,-5.713474827338465,-1.7793644093480696,1.0594762992762146,-1.6049581874101309,-2.4774997115928072
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk8,prog,0.46644815931273825,0.1799723207950592,2512.3518882462536,2889.9744983263695,5049.711131754305,18.857605119240258,-94.09316133831439,157.49257591529405,-54.0588446370861,45.630965309594345,-6.0725302617530375,26.87525106558419,-3.4431866315967454,12.320689422418756,-3.751431776922397,2.3070646097395655,1.9302330443684887,-0.9931266317532759,6.291944637800224,2.6226693899980664,2.5938638544345625,-4.631907302737095,-1.1691420417346203,1.8102900457304185,-2.2114021807907767,-3.1585316970269863
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk9,prog,0.5501743350064641,0.17733225226402283,2409.584521815636,2925.379663389075,5048.369473200464,18.857605119240258,-104.24929685509503,160.33574268337648,-46.92921855102172,45.59757622787296,-8.59135230341524,28.713755757308654,0.14941831312335832,13.0447021192117,-0.2867018710609134,2.613902742661856,2.08465684539079,-2.079396207355621,4.69740978547148,2.232125311324942,2.1041040524660284,-4.1662126307205245,0.12475849467998686,4.010745088625778,-2.680124807418184,-2.9776362216013417
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk10,prog,0.5035740418067582,0.09003936499357224,1593.2234386895116,2358.7238395989552,3325.7382230492935,18.857605119240258,-236.29602865229177,170.64873623131024,-17.03725819356238,33.0392167537508,12.316059209480509,14.253850384450944,3.368857920448107,5.923589689990476,3.3497859796713914,1.0623708876454765,1.1576529253872554,-3.5787640477414886,3.517293156200272,4.306240772490046,1.440167721593523,-5.148273484462558,0.022311104380499037,1.4846704594963593,-4.415690859331879,-5.5699742222238795
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk11,prog,0.5847294085485167,0.09755656868219376,1426.5921497318163,2387.885756477971,2933.01559778928,18.857605119240258,-246.25233593285708,177.1018367698866,-11.07553373487933,43.684353858118506,8.678711764231839,23.995519471658646,-1.2017686325065242,11.521215138362567,2.615367888454123,-5.221305297557886,3.2085348035355272,-4.093513100056727,3.9038470265131906,-1.2558794580824326,1.6149323933582331,-0.5087436924868074,0.47732894775408713,-1.1565750189355781,-4.043834897393017,0.010614275487050647
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk12,prog,0.5619684554857333,0.12888319790363312,1572.8418060363238,2323.909963795453,3158.280902307469,18.857605119240258,-195.7487849280651,182.70533185986247,-28.13388966497321,38.935774895625684,9.453475982341132,32.03487816852343,-2.136158590863025,12.005403848680823,2.5915608010948974,-4.335341680899731,2.462863303799147,-6.6269489018630905,5.470089042432808,-3.705279122544543,1.1504005054915247,-0.6269369769003732,2.210618832882171,-1.1772141159502731,-6.378107671301265,3.062524623984155
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk13,prog,0.5562969721451614,0.1493278443813324,1813.6848587251113,2512.3571111668543,3627.003068008659,18.857605119240258,-157.94167163695417,176.13959220822355,-36.155072924824566,43.73922445988092,4.31367829195338,29.065614316106487,-3.5338810074869014,10.435931233805466,-0.20175998769360182,0.9311941909823825,3.4989405707159853,-4.433185562546233,3.9120867741019105,-2.02591973671795,3.9918249770004595,0.7068609012704392,4.846090406791232,-2.858211733789334,-5.724014763620246,0.3053660720816096
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk14,prog,0.5159006220811047,0.2064351886510849,1895.5475061495233,2429.0758185833843,3845.4600803623257,18.857605119240258,-110.8755246950691,182.90779824224347,-48.37976015787837,47.69528392555004,-3.8814366164902006,25.801695936742018,-5.8676026597659,7.544646621672241,-0.47302271410534946,3.835912886663179,10.097518157147077,-3.6379403322330566,1.943881515224755,-7.439100284586014,5.255224017866647,1.785954344935698,1.8976314867843642,-3.4134626360681453,-4.0467050622136345,2.001507655911203
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk15,prog,0.46679339276635773,0.22011961042881012,2089.4583511382675,2539.3846768893486,4339.865424094185,18.857605119240258,-102.57930715097751,171.45248978239556,-50.99301016519974,55.478515176114186,-1.5136222827087438,24.345361771765564,-1.6868858628443189,11.474609667464415,-2.510226357449059,1.7418234553188694,8.581998365474135,-3.570396859455551,4.485240436768514,-5.6548693663099225,3.7860226822311835,0.9175871271135829,2.5222700769567603,-3.0094327225900277,-1.2369428194375052,1.9094015587277082
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk16,prog,0.506643919891443,0.2310655415058136,2120.1428940295327,2520.291185007421,4326.6988370440695,18.857605119240258,-89.41787007754614,174.68378821200014,-56.7190500827887,53.11817863933054,-4.208719158412731,26.49997257675061,-2.9702293538356286,10.563539880423509,-4.163109743892234,2.98329367471555,7.577186406610335,-4.317415594289458,4.960976828834746,-3.6401109795894864,4.827699823553304,-1.8487709442740838,1.8886191760564925,-3.313051137279731,-1.519170751632806,2.7170574818567044
prog06._Anekdoten_-_Our_Days_Are_Numbered.mp3chunk17,prog,0.5198609459120981,0.22655507922172546,2290.6934026930376,2546.6721224982666,4615.130426271043,18.857605119240258,-96.92634416535925,169.06191822694905,-61.326202295961046,52.911856665121775,-1.4989993658412846,23.100527843774238,-3.3042016169216724,7.817010381922827,-5.725376667728781,3.5379388335127584,6.599038791678095,-2.903866661458529,4.11501313562164,-2.192203082788272,2.4678197471696945,-0.6829640592566284,4.108300898194523,-4.180313933683683,-1.9083627569844883,0.4880476246371698
prog07_-_Fool's_Overture.mp3chunk1,prog,0.2690799144274026,0.029719620943069458,1255.4172152890967,1781.9721180343763,2086.237384807953,18.93583995477028,-383.2145979690325,184.6404924703482,-6.341597394857708,-12.132252402120091,14.190499712440268,-5.523290792091148,-10.28095904717806,-4.420373231334305,-4.882884955244222,-4.678937613949594,-5.482211945000038,-6.119379260173737,-4.377814344818185,-5.043772539763629,-7.74387228526413,-6.67382392988533,-1.0556722682133926,3.276813620367998,3.948820475813391,4.975079850530592
prog07_-_Fool's_Overture.mp3chunk2,prog,0.3467175236108453,0.04688814654946327,1125.6937086878372,1742.438033265539,1852.9971285132062,18.93583995477028,-348.08199594756275,209.90021482590797,-6.437614728947025,-4.00253668441059,17.63626621965247,2.586577165877876,-2.7121554965904098,2.044397056891439,-0.5067338972700154,-0.3224145934020055,-5.256381945480173,-10.478091818615052,-9.38388056648343,-6.106358406991256,-3.3196165908195554,-4.454515016882225,-2.5330624044229877,-1.1107121624725216,-1.3358611277071017,-1.4809893235821256
prog07_-_Fool's_Overture.mp3chunk3,prog,0.2791516242821562,0.03628307953476906,1222.2597762860876,1681.7241000551503,1822.2723143019543,18.93583995477028,-365.3118592871199,191.32506230164427,-3.4591324728053308,-20.70299220337965,5.528633773519359,-6.641529523130251,-6.119010657335335,1.6315698835522043,-1.2677356384100815,-5.746034273202795,-9.652482586478445,-10.059488915356862,-5.3540513184494225,-3.2921260761970803,-5.570415883992031,-5.757739776298602,-1.9339433647822888,1.1192235964139319,1.8391277233771697,3.5027318619081034
prog07_-_Fool's_Overture.mp3chunk4,prog,0.31081151691217596,0.017051605507731438,1841.4907176024237,2430.966380091152,3040.2566159841813,18.93583995477028,-379.41859783013075,169.4354067033868,-21.562340901194045,11.369498118709826,-0.9648890413286735,17.261168796004608,-8.459623623998134,-6.316351534754239,-4.808895785954898,0.8013992007181486,-3.0532903169905263,-8.288665687984837,-5.756173022224346,-6.866106921691592,-1.686265147828364,-5.809327483450639,-2.993277422117157,-1.5415519948932066,2.3819429149210616,0.1757121350185196
prog07_-_Fool's_Overture.mp3chunk5,prog,0.40678414376957717,0.0227846410125494,1986.3731490008709,2323.974682295604,3244.5220474857297,18.93583995477028,-314.25215852068385,187.0045851452031,-55.71048408518143,15.485212301911435,-21.194517059043747,22.82174363838984,-18.326621288338988,3.002711591581853,-8.27590946466519,3.9544831071436204,-4.783063000070089,-1.8480871029211856,-2.734301383425227,-5.885589723806167,1.2461639594493135,-3.7403711396966157,-0.18196045090338497,-6.423801946708862,0.011105122862332055,-3.2538437564128753
prog07_-_Fool's_Overture.mp3chunk6,prog,0.4512646347064761,0.03741232305765152,2376.6149244565795,2904.5282266795725,4631.763659025493,18.93583995477028,-252.1686012837524,156.66385921810016,-35.258027731122745,22.627857122725054,-14.194792736685292,17.104692715879196,-12.145603959249659,5.173007262850434,-6.985761266455813,0.7016184680905985,-3.055412259243117,0.18566585821928622,0.5571794042461092,-5.852477438405217,2.1669188937588393,-0.5142859774208582,2.10764684447847,-4.155531194009216,-0.31451967581177254,-2.5777725134956953
prog07_-_Fool's_Overture.mp3chunk7,prog,0.48070015142506256,0.11012312769889832,2578.3990729914904,3325.4355217899374,5776.54840333543,18.93583995477028,-212.93997080601306,126.0739910158681,-7.295372099186673,46.270667499335204,-1.3025759119025135,20.262937315660025,-3.606406939800352,6.562065498436174,-3.7661574623092586,0.601027161641416,-1.465393894425221,0.23501941584417696,-0.48800711519630924,-4.1426752573858625,1.9392083741948885,1.1084248011601012,4.900566462487384,0.4313664382511781,3.310626924720027,1.0130031631669847
prog07_-_Fool's_Overture.mp3chunk8,prog,0.5251195466407774,0.17106962203979492,2618.1333505532743,3297.931765091132,5892.364369678792,18.93583995477028,-177.83511176369714,117.86644656310071,-13.080725952576232,71.44178742660948,6.837187537594401,29.29843468837962,-5.310554750852473,10.613039413424712,-5.601512016423261,-0.6633067681719156,-3.8314536137516275,6.507888191395561,5.76471284716363,0.6332118536018622,-1.0486056679205817,-2.9839443815489943,4.376781422961109,1.5015512876357822,6.4923345149793255,2.47777560990527
prog07_-_Fool's_Overture.mp3chunk9,prog,0.5385298668208736,0.18099187314510345,2695.482706588406,3253.9656204927196,6081.854890522204,18.93583995477028,-157.41148595985956,121.80456430077686,-20.844037553312788,74.32796070651973,4.541240694257049,31.87450728668034,-2.7155330470834707,10.962725496391725,-2.2421711514435203,-1.4781986439683068,-0.9574103024221016,5.451595255223608,5.981330918943202,0.6530617420536046,0.8898497672019532,-2.9718466797063123,1.8750084714311317,-0.06425819799628736,4.018625807532522,1.604172190172373
prog07_-_Fool's_Overture.mp3chunk10,prog,0.5111888464164381,0.21820734441280365,3038.860480761172,3256.9212095928133,6629.051581698674,18.93583995477028,-88.4638539686819,134.51418995012443,-42.53788223502506,64.94924771359446,-13.88942978876733,30.987530943690363,-9.058546852374775,11.327057399817077,-3.804563336575402,-0.597335129911112,0.7838780272394267,0.48721310342549734,1.7127683828128593,-3.169240368834165,1.3412242534216305,-2.9289156765597197,1.4686889574430027,-3.0253494753937,-0.3101616188332133,-4.52647984873395
prog07_-_Fool's_Overture.mp3chunk11,prog,0.3443184329707272,0.06645698845386505,2324.3804098883575,2900.6386712872504,4558.597434784975,18.93583995477028,-227.67839136786318,153.60293515512208,-33.40200902716394,29.658973692089077,-13.77723132649896,12.39738152198109,-15.06134587032512,4.678651005310816,-13.821422952620773,0.21745311977485587,-4.602678473496573,-3.501875726939333,0.23015236248894003,-10.019500462556548,-9.088216132686247,-9.350275941561137,1.1049177470403706,-1.484926982547494,-0.09806204361293722,-5.342791840311675
prog07_-_Fool's_Overture.mp3chunk12,prog,0.30727915848898396,0.06529445201158524,2350.7003919540043,2671.5179061770095,4455.956388774671,18.93583995477028,-267.045077046451,148.28556051532667,-26.26229510391251,18.615042296166088,-8.270648942569323,4.712665250651975,-18.831293842523987,-4.266409579830738,-13.354780980845067,-10.977956912516365,-10.82591431990385,-14.725335666496436,-6.104906203086187,-10.327978645335968,-8.83826234965409,-5.760947816245271,-1.2189846618004179,-2.9833361627710593,-4.743815900718319,-6.090385511415417
prog07_-_Fool's_Overture.mp3chunk13,prog,0.3162927763243251,0.08503397554159164,2384.0245588085877,2584.259017402258,4427.648226616921,18.93583995477028,-227.9642454664051,153.0190338426502,-42.31842148319651,18.468220511501116,-9.925303132462778,3.7592203068603,-15.955450171911744,-1.809147595040228,-16.275143023185354,-7.375657895358019,-6.7987787285164085,-12.821977952384813,-2.6549208950412213,-10.478474639805695,-9.424044005352082,-1.3582909761711908,-0.08890256222760215,-3.7809675036329478,-3.6409100352960584,-7.061183518618422
prog07_-_Fool's_Overture.mp3chunk14,prog,0.2812120379796066,0.09924755990505219,2449.4308941080853,2683.263879007933,4783.9127390008225,18.93583995477028,-215.92025938128887,141.55212469067266,-35.674474101839444,20.442133638022355,-8.770917132070833,3.5233193227198765,-18.53967598310444,-5.149118367291456,-14.430063106378741,-10.690187712784521,-9.660674368472348,-14.457613637009377,-5.8061130012276445,-11.880623590843083,-7.680489721182275,-1.9941256725217305,-0.4336343053999321,-0.7937046682881119,-2.499212817907576,-7.6762330538902885
prog07_-_Fool's_Overture.mp3chunk15,prog,0.29265259869429755,0.05861964821815491,2173.0459195620056,2536.843598393222,4087.6002828403152,18.93583995477028,-269.026921439884,152.6117097120866,-31.181715886521335,13.018246218287143,-1.0893601884927935,-1.331540547817929,-11.130898799451028,1.0149675378843313,-9.729877521521097,-11.760671467457124,-8.87432651175749,-12.173016846108997,-3.3084363482280144,-5.68192045617843,-3.1272650688434362,-2.5317371655125642,-5.400600011187346,-4.295474224417909,-2.6339590596463016,-5.585249824874084
prog07_-_Fool's_Overture.mp3chunk16,prog,0.45551695492516303,0.18098954856395721,2940.708097472028,3062.0943294424324,6283.395338501355,18.93583995477028,-109.9758857325503,141.30654448149437,-51.48130176663169,56.463638490749275,-18.90881984305847,27.441324958366113,-8.614064632951855,9.651321302505302,0.2574549640319147,-0.6524191158034939,3.0049289670897648,-2.333476606622878,5.383951126178299,-1.994881919523032,-0.8642698435300084,-3.7618075222253875,1.5686147147934535,-0.6620537955185338,0.0349831830186348,0.35331489726254733
prog07_-_Fool's_Overture.mp3chunk17,prog,0.4955866237429011,0.13820844888687134,2161.1613177895424,2269.8701004561367,4039.5589066732778,18.93583995477028,-126.02792133895782,179.5014638185116,-60.61132112047818,27.710733168318967,-8.763843215390956,4.731969366707426,-6.143900001072888,4.946586668056919,0.09633690846861204,2.1366182229029573,2.4565357939029226,-3.2170271517530074,1.6723806328031297,1.3139566020510975,0.33166318376742965,-2.8166130476739233,0.3466210934099939,-0.3424402597913106,-1.6616772134292697,-4.1566989609182
